Name;Thermochron8k
Type;DS1922/DS1923/DS2422/?
Label;114
Full Timestamp (dd.mm.yyyy hh:mm);Date (dd.mm.yyyy);Time (hh:mm);Hour (hh);Minute (mm);Temperature;Unit
24.08.2022 05:00;24.08.2022;05:00;05;00;15.6742;C
24.08.2022 06:00;24.08.2022;06:00;06;00;15.6115;C
24.08.2022 07:00;24.08.2022;07:00;07;00;15.5488;C
24.08.2022 08:00;24.08.2022;08:00;08;00;15.5488;C
24.08.2022 09:00;24.08.2022;09:00;09;00;15.6115;C
24.08.2022 10:00;24.08.2022;10:00;10;00;15.7369;C
24.08.2022 11:00;24.08.2022;11:00;11;00;15.9249;C
24.08.2022 12:00;24.08.2022;12:00;12;00;16.113;C
24.08.2022 13:00;24.08.2022;13:00;13;00;16.6144;C
24.08.2022 14:00;24.08.2022;14:00;14;00;16.9905;C
24.08.2022 15:00;24.08.2022;15:00;15;00;16.9905;C
24.08.2022 16:00;24.08.2022;16:00;16;00;17.1785;C
24.08.2022 17:00;24.08.2022;17:00;17;00;17.4291;C
24.08.2022 18:00;24.08.2022;18:00;18;00;17.3038;C
24.08.2022 19:00;24.08.2022;19:00;19;00;17.3038;C
24.08.2022 20:00;24.08.2022;20:00;20;00;17.3038;C
24.08.2022 21:00;24.08.2022;21:00;21;00;17.2411;C
24.08.2022 22:00;24.08.2022;22:00;22;00;17.2411;C
24.08.2022 23:00;24.08.2022;23:00;23;00;17.2411;C
25.08.2022 00:00;25.08.2022;00:00;00;00;17.3038;C
25.08.2022 01:00;25.08.2022;01:00;01;00;17.3038;C
25.08.2022 02:00;25.08.2022;02:00;02;00;17.3664;C
25.08.2022 03:00;25.08.2022;03:00;03;00;17.3664;C
25.08.2022 04:00;25.08.2022;04:00;04;00;17.3664;C
25.08.2022 05:00;25.08.2022;05:00;05;00;17.3664;C
25.08.2022 06:00;25.08.2022;06:00;06;00;17.3038;C
25.08.2022 07:00;25.08.2022;07:00;07;00;17.3038;C
25.08.2022 08:00;25.08.2022;08:00;08;00;17.2411;C
25.08.2022 09:00;25.08.2022;09:00;09;00;17.2411;C
25.08.2022 10:00;25.08.2022;10:00;10;00;17.2411;C
25.08.2022 11:00;25.08.2022;11:00;11;00;17.3038;C
25.08.2022 12:00;25.08.2022;12:00;12;00;17.4291;C
25.08.2022 13:00;25.08.2022;13:00;13;00;17.7424;C
25.08.2022 14:00;25.08.2022;14:00;14;00;17.993;C
25.08.2022 15:00;25.08.2022;15:00;15;00;18.3062;C
25.08.2022 16:00;25.08.2022;16:00;16;00;18.3688;C
25.08.2022 17:00;25.08.2022;17:00;17;00;18.2436;C
25.08.2022 18:00;25.08.2022;18:00;18;00;18.1183;C
25.08.2022 19:00;25.08.2022;19:00;19;00;17.993;C
25.08.2022 20:00;25.08.2022;20:00;20;00;17.9303;C
25.08.2022 21:00;25.08.2022;21:00;21;00;17.805;C
25.08.2022 22:00;25.08.2022;22:00;22;00;17.6797;C
25.08.2022 23:00;25.08.2022;23:00;23;00;17.6171;C
26.08.2022 00:00;26.08.2022;00:00;00;00;17.5544;C
26.08.2022 01:00;26.08.2022;01:00;01;00;17.4918;C
26.08.2022 02:00;26.08.2022;02:00;02;00;17.4291;C
26.08.2022 03:00;26.08.2022;03:00;03;00;17.3038;C
26.08.2022 04:00;26.08.2022;04:00;04;00;17.2411;C
26.08.2022 05:00;26.08.2022;05:00;05;00;17.1158;C
26.08.2022 06:00;26.08.2022;06:00;06;00;16.9905;C
26.08.2022 07:00;26.08.2022;07:00;07;00;16.8651;C
26.08.2022 08:00;26.08.2022;08:00;08;00;16.8024;C
26.08.2022 09:00;26.08.2022;09:00;09;00;16.8651;C
26.08.2022 10:00;26.08.2022;10:00;10;00;16.9905;C
26.08.2022 11:00;26.08.2022;11:00;11;00;17.3664;C
26.08.2022 12:00;26.08.2022;12:00;12;00;17.805;C
26.08.2022 13:00;26.08.2022;13:00;13;00;18.2436;C
26.08.2022 14:00;26.08.2022;14:00;14;00;18.4941;C
26.08.2022 15:00;26.08.2022;15:00;15;00;18.682;C
26.08.2022 16:00;26.08.2022;16:00;16;00;18.682;C
26.08.2022 17:00;26.08.2022;17:00;17;00;18.4941;C
26.08.2022 18:00;26.08.2022;18:00;18;00;18.3688;C
26.08.2022 19:00;26.08.2022;19:00;19;00;18.3062;C
26.08.2022 20:00;26.08.2022;20:00;20;00;18.3062;C
26.08.2022 21:00;26.08.2022;21:00;21;00;18.3688;C
26.08.2022 22:00;26.08.2022;22:00;22;00;18.4315;C
26.08.2022 23:00;26.08.2022;23:00;23;00;18.4315;C
27.08.2022 00:00;27.08.2022;00:00;00;00;18.4941;C
27.08.2022 01:00;27.08.2022;01:00;01;00;18.5568;C
27.08.2022 02:00;27.08.2022;02:00;02;00;18.5568;C
27.08.2022 03:00;27.08.2022;03:00;03;00;18.6194;C
27.08.2022 04:00;27.08.2022;04:00;04;00;18.5568;C
27.08.2022 05:00;27.08.2022;05:00;05;00;18.8073;C
27.08.2022 06:00;27.08.2022;06:00;06;00;18.682;C
27.08.2022 07:00;27.08.2022;07:00;07;00;18.5568;C
27.08.2022 08:00;27.08.2022;08:00;08;00;18.6194;C
27.08.2022 09:00;27.08.2022;09:00;09;00;18.5568;C
27.08.2022 10:00;27.08.2022;10:00;10;00;18.4941;C
27.08.2022 11:00;27.08.2022;11:00;11;00;18.6194;C
27.08.2022 12:00;27.08.2022;12:00;12;00;18.7447;C
27.08.2022 13:00;27.08.2022;13:00;13;00;18.8699;C
27.08.2022 14:00;27.08.2022;14:00;14;00;18.6194;C
27.08.2022 15:00;27.08.2022;15:00;15;00;18.3062;C
27.08.2022 16:00;27.08.2022;16:00;16;00;18.1183;C
27.08.2022 17:00;27.08.2022;17:00;17;00;18.2436;C
27.08.2022 18:00;27.08.2022;18:00;18;00;18.2436;C
27.08.2022 19:00;27.08.2022;19:00;19;00;18.1809;C
27.08.2022 20:00;27.08.2022;20:00;20;00;18.8699;C
27.08.2022 21:00;27.08.2022;21:00;21;00;18.8699;C
27.08.2022 22:00;27.08.2022;22:00;22;00;18.682;C
27.08.2022 23:00;27.08.2022;23:00;23;00;18.4315;C
28.08.2022 00:00;28.08.2022;00:00;00;00;18.2436;C
28.08.2022 01:00;28.08.2022;01:00;01;00;18.1183;C
28.08.2022 02:00;28.08.2022;02:00;02;00;17.993;C
28.08.2022 03:00;28.08.2022;03:00;03;00;17.9303;C
28.08.2022 04:00;28.08.2022;04:00;04;00;17.805;C
28.08.2022 05:00;28.08.2022;05:00;05;00;17.6797;C
28.08.2022 06:00;28.08.2022;06:00;06;00;17.6171;C
28.08.2022 07:00;28.08.2022;07:00;07;00;17.4918;C
28.08.2022 08:00;28.08.2022;08:00;08;00;17.4918;C
28.08.2022 09:00;28.08.2022;09:00;09;00;17.4291;C
28.08.2022 10:00;28.08.2022;10:00;10;00;17.4291;C
28.08.2022 11:00;28.08.2022;11:00;11;00;17.4291;C
28.08.2022 12:00;28.08.2022;12:00;12;00;17.3664;C
28.08.2022 13:00;28.08.2022;13:00;13;00;17.3664;C
28.08.2022 14:00;28.08.2022;14:00;14;00;17.4918;C
28.08.2022 15:00;28.08.2022;15:00;15;00;17.4918;C
28.08.2022 16:00;28.08.2022;16:00;16;00;17.5544;C
28.08.2022 17:00;28.08.2022;17:00;17;00;17.805;C
28.08.2022 18:00;28.08.2022;18:00;18;00;17.805;C
28.08.2022 19:00;28.08.2022;19:00;19;00;17.8677;C
28.08.2022 20:00;28.08.2022;20:00;20;00;17.805;C
28.08.2022 21:00;28.08.2022;21:00;21;00;17.6797;C
28.08.2022 22:00;28.08.2022;22:00;22;00;17.5544;C
28.08.2022 23:00;28.08.2022;23:00;23;00;17.4918;C
29.08.2022 00:00;29.08.2022;00:00;00;00;17.4291;C
29.08.2022 01:00;29.08.2022;01:00;01;00;17.3664;C
29.08.2022 02:00;29.08.2022;02:00;02;00;17.2411;C
29.08.2022 03:00;29.08.2022;03:00;03;00;17.2411;C
29.08.2022 04:00;29.08.2022;04:00;04;00;17.1158;C
29.08.2022 05:00;29.08.2022;05:00;05;00;17.0531;C
29.08.2022 06:00;29.08.2022;06:00;06;00;16.9905;C
29.08.2022 07:00;29.08.2022;07:00;07;00;16.8651;C
29.08.2022 08:00;29.08.2022;08:00;08;00;16.8024;C
29.08.2022 09:00;29.08.2022;09:00;09;00;16.8024;C
29.08.2022 10:00;29.08.2022;10:00;10;00;16.8651;C
29.08.2022 11:00;29.08.2022;11:00;11;00;17.1158;C
29.08.2022 12:00;29.08.2022;12:00;12;00;17.5544;C
29.08.2022 13:00;29.08.2022;13:00;13;00;17.9303;C
29.08.2022 14:00;29.08.2022;14:00;14;00;17.993;C
29.08.2022 15:00;29.08.2022;15:00;15;00;17.805;C
29.08.2022 16:00;29.08.2022;16:00;16;00;17.9303;C
29.08.2022 17:00;29.08.2022;17:00;17;00;17.9303;C
29.08.2022 18:00;29.08.2022;18:00;18;00;18.0556;C
29.08.2022 19:00;29.08.2022;19:00;19;00;18.3688;C
29.08.2022 20:00;29.08.2022;20:00;20;00;18.6194;C
29.08.2022 21:00;29.08.2022;21:00;21;00;18.682;C
29.08.2022 22:00;29.08.2022;22:00;22;00;18.4315;C
29.08.2022 23:00;29.08.2022;23:00;23;00;18.1183;C
30.08.2022 00:00;30.08.2022;00:00;00;00;17.7424;C
30.08.2022 01:00;30.08.2022;01:00;01;00;17.4291;C
30.08.2022 02:00;30.08.2022;02:00;02;00;16.9905;C
30.08.2022 03:00;30.08.2022;03:00;03;00;16.6144;C
30.08.2022 04:00;30.08.2022;04:00;04;00;16.301;C
30.08.2022 05:00;30.08.2022;05:00;05;00;15.9249;C
30.08.2022 06:00;30.08.2022;06:00;06;00;15.7369;C
30.08.2022 07:00;30.08.2022;07:00;07;00;15.5488;C
30.08.2022 08:00;30.08.2022;08:00;08;00;15.4861;C
30.08.2022 09:00;30.08.2022;09:00;09;00;15.4861;C
30.08.2022 10:00;30.08.2022;10:00;10;00;15.7369;C
30.08.2022 11:00;30.08.2022;11:00;11;00;16.0503;C
30.08.2022 12:00;30.08.2022;12:00;12;00;16.301;C
30.08.2022 13:00;30.08.2022;13:00;13;00;16.4891;C
30.08.2022 14:00;30.08.2022;14:00;14;00;16.6144;C
30.08.2022 15:00;30.08.2022;15:00;15;00;16.8024;C
30.08.2022 16:00;30.08.2022;16:00;16;00;17.0531;C
30.08.2022 17:00;30.08.2022;17:00;17;00;17.3664;C
30.08.2022 18:00;30.08.2022;18:00;18;00;17.5544;C
30.08.2022 19:00;30.08.2022;19:00;19;00;17.7424;C
30.08.2022 20:00;30.08.2022;20:00;20;00;17.805;C
30.08.2022 21:00;30.08.2022;21:00;21;00;17.7424;C
30.08.2022 22:00;30.08.2022;22:00;22;00;17.6171;C
30.08.2022 23:00;30.08.2022;23:00;23;00;17.4918;C
31.08.2022 00:00;31.08.2022;00:00;00;00;17.2411;C
31.08.2022 01:00;31.08.2022;01:00;01;00;16.9905;C
31.08.2022 02:00;31.08.2022;02:00;02;00;16.7398;C
31.08.2022 03:00;31.08.2022;03:00;03;00;16.3637;C
31.08.2022 04:00;31.08.2022;04:00;04;00;15.9249;C
31.08.2022 05:00;31.08.2022;05:00;05;00;15.5488;C
31.08.2022 06:00;31.08.2022;06:00;06;00;15.2353;C
31.08.2022 07:00;31.08.2022;07:00;07;00;14.9845;C
31.08.2022 08:00;31.08.2022;08:00;08;00;14.9845;C
31.08.2022 09:00;31.08.2022;09:00;09;00;15.1099;C
31.08.2022 10:00;31.08.2022;10:00;10;00;15.1726;C
31.08.2022 11:00;31.08.2022;11:00;11;00;15.2353;C
31.08.2022 12:00;31.08.2022;12:00;12;00;15.298;C
31.08.2022 13:00;31.08.2022;13:00;13;00;15.4861;C
31.08.2022 14:00;31.08.2022;14:00;14;00;15.5488;C
31.08.2022 15:00;31.08.2022;15:00;15;00;15.6115;C
31.08.2022 16:00;31.08.2022;16:00;16;00;15.6742;C
31.08.2022 17:00;31.08.2022;17:00;17;00;15.7996;C
31.08.2022 18:00;31.08.2022;18:00;18;00;15.8622;C
31.08.2022 19:00;31.08.2022;19:00;19;00;15.8622;C
31.08.2022 20:00;31.08.2022;20:00;20;00;15.9249;C
31.08.2022 21:00;31.08.2022;21:00;21;00;15.9249;C
31.08.2022 22:00;31.08.2022;22:00;22;00;15.9249;C
31.08.2022 23:00;31.08.2022;23:00;23;00;15.7996;C
01.09.2022 00:00;01.09.2022;00:00;00;00;15.6115;C
01.09.2022 01:00;01.09.2022;01:00;01;00;15.3607;C
01.09.2022 02:00;01.09.2022;02:00;02;00;15.1726;C
01.09.2022 03:00;01.09.2022;03:00;03;00;14.9845;C
01.09.2022 04:00;01.09.2022;04:00;04;00;14.8591;C
01.09.2022 05:00;01.09.2022;05:00;05;00;14.6709;C
01.09.2022 06:00;01.09.2022;06:00;06;00;14.4828;C
01.09.2022 07:00;01.09.2022;07:00;07;00;14.4201;C
01.09.2022 08:00;01.09.2022;08:00;08;00;14.4828;C
01.09.2022 09:00;01.09.2022;09:00;09;00;14.6082;C
01.09.2022 10:00;01.09.2022;10:00;10;00;14.9218;C
01.09.2022 11:00;01.09.2022;11:00;11;00;15.298;C
01.09.2022 12:00;01.09.2022;12:00;12;00;15.6115;C
01.09.2022 13:00;01.09.2022;13:00;13;00;15.5488;C
01.09.2022 14:00;01.09.2022;14:00;14;00;15.5488;C
01.09.2022 15:00;01.09.2022;15:00;15;00;15.6742;C
01.09.2022 16:00;01.09.2022;16:00;16;00;15.9249;C
01.09.2022 17:00;01.09.2022;17:00;17;00;16.1757;C
01.09.2022 18:00;01.09.2022;18:00;18;00;16.2384;C
01.09.2022 19:00;01.09.2022;19:00;19;00;16.2384;C
01.09.2022 20:00;01.09.2022;20:00;20;00;16.1757;C
01.09.2022 21:00;01.09.2022;21:00;21;00;16.0503;C
01.09.2022 22:00;01.09.2022;22:00;22;00;15.9876;C
01.09.2022 23:00;01.09.2022;23:00;23;00;15.8622;C
02.09.2022 00:00;02.09.2022;00:00;00;00;15.7369;C
02.09.2022 01:00;02.09.2022;01:00;01;00;15.4861;C
02.09.2022 02:00;02.09.2022;02:00;02;00;15.1726;C
02.09.2022 03:00;02.09.2022;03:00;03;00;14.9218;C
02.09.2022 04:00;02.09.2022;04:00;04;00;14.6082;C
02.09.2022 05:00;02.09.2022;05:00;05;00;14.3574;C
02.09.2022 06:00;02.09.2022;06:00;06;00;14.0438;C
02.09.2022 07:00;02.09.2022;07:00;07;00;13.8556;C
02.09.2022 08:00;02.09.2022;08:00;08;00;13.6674;C
02.09.2022 09:00;02.09.2022;09:00;09;00;13.6674;C
02.09.2022 10:00;02.09.2022;10:00;10;00;13.8556;C
02.09.2022 11:00;02.09.2022;11:00;11;00;14.2319;C
02.09.2022 12:00;02.09.2022;12:00;12;00;14.3574;C
02.09.2022 13:00;02.09.2022;13:00;13;00;14.5455;C
02.09.2022 14:00;02.09.2022;14:00;14;00;14.6709;C
02.09.2022 15:00;02.09.2022;15:00;15;00;15.1099;C
02.09.2022 16:00;02.09.2022;16:00;16;00;15.4234;C
02.09.2022 17:00;02.09.2022;17:00;17;00;15.7996;C
02.09.2022 18:00;02.09.2022;18:00;18;00;16.0503;C
02.09.2022 19:00;02.09.2022;19:00;19;00;16.0503;C
02.09.2022 20:00;02.09.2022;20:00;20;00;15.9876;C
02.09.2022 21:00;02.09.2022;21:00;21;00;15.8622;C
02.09.2022 22:00;02.09.2022;22:00;22;00;15.7369;C
02.09.2022 23:00;02.09.2022;23:00;23;00;15.6115;C
03.09.2022 00:00;03.09.2022;00:00;00;00;15.4234;C
03.09.2022 01:00;03.09.2022;01:00;01;00;15.1099;C
03.09.2022 02:00;03.09.2022;02:00;02;00;14.7336;C
03.09.2022 03:00;03.09.2022;03:00;03;00;14.4201;C
03.09.2022 04:00;03.09.2022;04:00;04;00;14.1692;C
03.09.2022 05:00;03.09.2022;05:00;05;00;13.981;C
03.09.2022 06:00;03.09.2022;06:00;06;00;13.7301;C
03.09.2022 07:00;03.09.2022;07:00;07;00;13.5419;C
03.09.2022 08:00;03.09.2022;08:00;08;00;13.4164;C
03.09.2022 09:00;03.09.2022;09:00;09;00;13.291;C
03.09.2022 10:00;03.09.2022;10:00;10;00;13.4164;C
03.09.2022 11:00;03.09.2022;11:00;11;00;13.7928;C
03.09.2022 12:00;03.09.2022;12:00;12;00;14.2946;C
03.09.2022 13:00;03.09.2022;13:00;13;00;14.7336;C
03.09.2022 14:00;03.09.2022;14:00;14;00;14.9845;C
03.09.2022 15:00;03.09.2022;15:00;15;00;15.1099;C
03.09.2022 16:00;03.09.2022;16:00;16;00;14.9845;C
03.09.2022 17:00;03.09.2022;17:00;17;00;14.9218;C
03.09.2022 18:00;03.09.2022;18:00;18;00;14.9845;C
03.09.2022 19:00;03.09.2022;19:00;19;00;15.0472;C
03.09.2022 20:00;03.09.2022;20:00;20;00;15.298;C
03.09.2022 21:00;03.09.2022;21:00;21;00;15.6115;C
03.09.2022 22:00;03.09.2022;22:00;22;00;15.7996;C
03.09.2022 23:00;03.09.2022;23:00;23;00;15.9249;C
04.09.2022 00:00;04.09.2022;00:00;00;00;16.0503;C
04.09.2022 01:00;04.09.2022;01:00;01;00;16.1757;C
04.09.2022 02:00;04.09.2022;02:00;02;00;16.2384;C
04.09.2022 03:00;04.09.2022;03:00;03;00;16.2384;C
04.09.2022 04:00;04.09.2022;04:00;04;00;16.2384;C
04.09.2022 05:00;04.09.2022;05:00;05;00;16.2384;C
04.09.2022 06:00;04.09.2022;06:00;06;00;16.1757;C
04.09.2022 07:00;04.09.2022;07:00;07;00;16.1757;C
04.09.2022 08:00;04.09.2022;08:00;08;00;16.113;C
04.09.2022 09:00;04.09.2022;09:00;09;00;16.0503;C
04.09.2022 10:00;04.09.2022;10:00;10;00;16.0503;C
04.09.2022 11:00;04.09.2022;11:00;11;00;16.0503;C
04.09.2022 12:00;04.09.2022;12:00;12;00;16.0503;C
04.09.2022 13:00;04.09.2022;13:00;13;00;16.1757;C
04.09.2022 14:00;04.09.2022;14:00;14;00;16.301;C
04.09.2022 15:00;04.09.2022;15:00;15;00;16.3637;C
04.09.2022 16:00;04.09.2022;16:00;16;00;16.4891;C
04.09.2022 17:00;04.09.2022;17:00;17;00;16.6144;C
04.09.2022 18:00;04.09.2022;18:00;18;00;16.4891;C
04.09.2022 19:00;04.09.2022;19:00;19;00;16.4891;C
04.09.2022 20:00;04.09.2022;20:00;20;00;16.6144;C
04.09.2022 21:00;04.09.2022;21:00;21;00;16.6144;C
04.09.2022 22:00;04.09.2022;22:00;22;00;16.4891;C
04.09.2022 23:00;04.09.2022;23:00;23;00;16.4264;C
05.09.2022 00:00;05.09.2022;00:00;00;00;16.4264;C
05.09.2022 01:00;05.09.2022;01:00;01;00;16.3637;C
05.09.2022 02:00;05.09.2022;02:00;02;00;16.3637;C
05.09.2022 03:00;05.09.2022;03:00;03;00;16.301;C
05.09.2022 04:00;05.09.2022;04:00;04;00;16.301;C
05.09.2022 05:00;05.09.2022;05:00;05;00;16.2384;C
05.09.2022 06:00;05.09.2022;06:00;06;00;16.113;C
05.09.2022 07:00;05.09.2022;07:00;07;00;16.0503;C
05.09.2022 08:00;05.09.2022;08:00;08;00;15.9876;C
05.09.2022 09:00;05.09.2022;09:00;09;00;15.9876;C
05.09.2022 10:00;05.09.2022;10:00;10;00;15.9876;C
05.09.2022 11:00;05.09.2022;11:00;11;00;16.0503;C
05.09.2022 12:00;05.09.2022;12:00;12;00;16.3637;C
05.09.2022 13:00;05.09.2022;13:00;13;00;16.4891;C
05.09.2022 14:00;05.09.2022;14:00;14;00;16.8024;C
05.09.2022 15:00;05.09.2022;15:00;15;00;17.1785;C
05.09.2022 16:00;05.09.2022;16:00;16;00;16.8651;C
05.09.2022 17:00;05.09.2022;17:00;17;00;16.9278;C
05.09.2022 18:00;05.09.2022;18:00;18;00;16.9278;C
05.09.2022 19:00;05.09.2022;19:00;19;00;16.8651;C
05.09.2022 20:00;05.09.2022;20:00;20;00;16.8651;C
05.09.2022 21:00;05.09.2022;21:00;21;00;16.8651;C
05.09.2022 22:00;05.09.2022;22:00;22;00;16.8651;C
05.09.2022 23:00;05.09.2022;23:00;23;00;16.8651;C
06.09.2022 00:00;06.09.2022;00:00;00;00;16.8024;C
06.09.2022 01:00;06.09.2022;01:00;01;00;16.8024;C
06.09.2022 02:00;06.09.2022;02:00;02;00;16.8651;C
06.09.2022 03:00;06.09.2022;03:00;03;00;16.8024;C
06.09.2022 04:00;06.09.2022;04:00;04;00;16.7398;C
06.09.2022 05:00;06.09.2022;05:00;05;00;16.6144;C
06.09.2022 06:00;06.09.2022;06:00;06;00;16.4264;C
06.09.2022 07:00;06.09.2022;07:00;07;00;16.2384;C
06.09.2022 08:00;06.09.2022;08:00;08;00;16.113;C
06.09.2022 09:00;06.09.2022;09:00;09;00;15.9876;C
06.09.2022 10:00;06.09.2022;10:00;10;00;16.113;C
06.09.2022 11:00;06.09.2022;11:00;11;00;16.3637;C
06.09.2022 12:00;06.09.2022;12:00;12;00;16.7398;C
06.09.2022 13:00;06.09.2022;13:00;13;00;17.0531;C
06.09.2022 14:00;06.09.2022;14:00;14;00;17.2411;C
06.09.2022 15:00;06.09.2022;15:00;15;00;17.1158;C
06.09.2022 16:00;06.09.2022;16:00;16;00;17.0531;C
06.09.2022 17:00;06.09.2022;17:00;17;00;16.8651;C
06.09.2022 18:00;06.09.2022;18:00;18;00;16.7398;C
06.09.2022 19:00;06.09.2022;19:00;19;00;16.6771;C
06.09.2022 20:00;06.09.2022;20:00;20;00;16.6771;C
06.09.2022 21:00;06.09.2022;21:00;21;00;16.7398;C
06.09.2022 22:00;06.09.2022;22:00;22;00;16.8024;C
06.09.2022 23:00;06.09.2022;23:00;23;00;16.8651;C
07.09.2022 00:00;07.09.2022;00:00;00;00;16.8651;C
07.09.2022 01:00;07.09.2022;01:00;01;00;16.8651;C
07.09.2022 02:00;07.09.2022;02:00;02;00;16.8651;C
07.09.2022 03:00;07.09.2022;03:00;03;00;16.8651;C
07.09.2022 04:00;07.09.2022;04:00;04;00;16.7398;C
07.09.2022 05:00;07.09.2022;05:00;05;00;16.6144;C
07.09.2022 06:00;07.09.2022;06:00;06;00;16.5518;C
07.09.2022 07:00;07.09.2022;07:00;07;00;16.4264;C
07.09.2022 08:00;07.09.2022;08:00;08;00;16.3637;C
07.09.2022 09:00;07.09.2022;09:00;09;00;16.301;C
07.09.2022 10:00;07.09.2022;10:00;10;00;16.3637;C
07.09.2022 11:00;07.09.2022;11:00;11;00;16.5518;C
07.09.2022 12:00;07.09.2022;12:00;12;00;16.9278;C
07.09.2022 13:00;07.09.2022;13:00;13;00;17.3038;C
07.09.2022 14:00;07.09.2022;14:00;14;00;17.5544;C
07.09.2022 15:00;07.09.2022;15:00;15;00;17.5544;C
07.09.2022 16:00;07.09.2022;16:00;16;00;17.4291;C
07.09.2022 17:00;07.09.2022;17:00;17;00;17.1785;C
07.09.2022 18:00;07.09.2022;18:00;18;00;17.0531;C
07.09.2022 19:00;07.09.2022;19:00;19;00;17.1158;C
07.09.2022 20:00;07.09.2022;20:00;20;00;17.0531;C
07.09.2022 21:00;07.09.2022;21:00;21;00;17.0531;C
07.09.2022 22:00;07.09.2022;22:00;22;00;17.1785;C
07.09.2022 23:00;07.09.2022;23:00;23;00;17.2411;C
08.09.2022 00:00;08.09.2022;00:00;00;00;17.3038;C
08.09.2022 01:00;08.09.2022;01:00;01;00;17.3664;C
08.09.2022 02:00;08.09.2022;02:00;02;00;17.3664;C
08.09.2022 03:00;08.09.2022;03:00;03;00;17.3664;C
08.09.2022 04:00;08.09.2022;04:00;04;00;17.3038;C
08.09.2022 05:00;08.09.2022;05:00;05;00;17.2411;C
08.09.2022 06:00;08.09.2022;06:00;06;00;17.1158;C
08.09.2022 07:00;08.09.2022;07:00;07;00;16.9905;C
08.09.2022 08:00;08.09.2022;08:00;08;00;16.9278;C
08.09.2022 09:00;08.09.2022;09:00;09;00;16.8651;C
08.09.2022 10:00;08.09.2022;10:00;10;00;16.9278;C
08.09.2022 11:00;08.09.2022;11:00;11;00;17.0531;C
08.09.2022 12:00;08.09.2022;12:00;12;00;17.3038;C
08.09.2022 13:00;08.09.2022;13:00;13;00;17.6171;C
08.09.2022 14:00;08.09.2022;14:00;14;00;17.5544;C
08.09.2022 15:00;08.09.2022;15:00;15;00;17.1785;C
08.09.2022 16:00;08.09.2022;16:00;16;00;17.1158;C
08.09.2022 17:00;08.09.2022;17:00;17;00;17.0531;C
08.09.2022 18:00;08.09.2022;18:00;18;00;16.9278;C
08.09.2022 19:00;08.09.2022;19:00;19;00;16.8024;C
08.09.2022 20:00;08.09.2022;20:00;20;00;16.8651;C
08.09.2022 21:00;08.09.2022;21:00;21;00;16.9278;C
08.09.2022 22:00;08.09.2022;22:00;22;00;16.8651;C
08.09.2022 23:00;08.09.2022;23:00;23;00;16.8024;C
09.09.2022 00:00;09.09.2022;00:00;00;00;16.7398;C
09.09.2022 01:00;09.09.2022;01:00;01;00;16.6771;C
09.09.2022 02:00;09.09.2022;02:00;02;00;16.5518;C
09.09.2022 03:00;09.09.2022;03:00;03;00;16.4264;C
09.09.2022 04:00;09.09.2022;04:00;04;00;16.301;C
09.09.2022 05:00;09.09.2022;05:00;05;00;16.113;C
09.09.2022 06:00;09.09.2022;06:00;06;00;15.9876;C
09.09.2022 07:00;09.09.2022;07:00;07;00;15.7996;C
09.09.2022 08:00;09.09.2022;08:00;08;00;15.6115;C
09.09.2022 09:00;09.09.2022;09:00;09;00;15.4861;C
09.09.2022 10:00;09.09.2022;10:00;10;00;15.4861;C
09.09.2022 11:00;09.09.2022;11:00;11;00;15.6115;C
09.09.2022 12:00;09.09.2022;12:00;12;00;15.6742;C
09.09.2022 13:00;09.09.2022;13:00;13;00;15.7369;C
09.09.2022 14:00;09.09.2022;14:00;14;00;15.7996;C
09.09.2022 15:00;09.09.2022;15:00;15;00;15.7369;C
09.09.2022 16:00;09.09.2022;16:00;16;00;15.6742;C
09.09.2022 17:00;09.09.2022;17:00;17;00;15.6115;C
09.09.2022 18:00;09.09.2022;18:00;18;00;15.5488;C
09.09.2022 19:00;09.09.2022;19:00;19;00;15.4234;C
09.09.2022 20:00;09.09.2022;20:00;20;00;15.3607;C
09.09.2022 21:00;09.09.2022;21:00;21;00;15.3607;C
09.09.2022 22:00;09.09.2022;22:00;22;00;15.4234;C
09.09.2022 23:00;09.09.2022;23:00;23;00;15.6115;C
10.09.2022 00:00;10.09.2022;00:00;00;00;15.9249;C
10.09.2022 01:00;10.09.2022;01:00;01;00;15.9249;C
10.09.2022 02:00;10.09.2022;02:00;02;00;15.8622;C
10.09.2022 03:00;10.09.2022;03:00;03;00;15.7996;C
10.09.2022 04:00;10.09.2022;04:00;04;00;15.7369;C
10.09.2022 05:00;10.09.2022;05:00;05;00;15.6115;C
10.09.2022 06:00;10.09.2022;06:00;06;00;15.5488;C
10.09.2022 07:00;10.09.2022;07:00;07;00;15.4234;C
10.09.2022 08:00;10.09.2022;08:00;08;00;15.298;C
10.09.2022 09:00;10.09.2022;09:00;09;00;15.2353;C
10.09.2022 10:00;10.09.2022;10:00;10;00;15.298;C
10.09.2022 11:00;10.09.2022;11:00;11;00;15.4861;C
10.09.2022 12:00;10.09.2022;12:00;12;00;15.7996;C
10.09.2022 13:00;10.09.2022;13:00;13;00;15.8622;C
10.09.2022 14:00;10.09.2022;14:00;14;00;15.9876;C
10.09.2022 15:00;10.09.2022;15:00;15;00;15.9249;C
10.09.2022 16:00;10.09.2022;16:00;16;00;15.9876;C
10.09.2022 17:00;10.09.2022;17:00;17;00;15.9249;C
10.09.2022 18:00;10.09.2022;18:00;18;00;15.7996;C
