Name;Thermochron8k
Type;DS1922/DS1923/DS2422/?
Label;112
Full Timestamp (dd.mm.yyyy hh:mm);Date (dd.mm.yyyy);Time (hh:mm);Hour (hh);Minute (mm);Temperature;Unit
20.08.2022 19:00;20.08.2022;19:00;19;00;17.9771;C
20.08.2022 20:00;20.08.2022;20:00;20;00;17.8519;C
20.08.2022 21:00;20.08.2022;21:00;21;00;17.7268;C
20.08.2022 22:00;20.08.2022;22:00;22;00;17.6016;C
20.08.2022 23:00;20.08.2022;23:00;23;00;17.6016;C
21.08.2022 00:00;21.08.2022;00:00;00;00;17.539;C
21.08.2022 01:00;21.08.2022;01:00;01;00;17.539;C
21.08.2022 02:00;21.08.2022;02:00;02;00;17.539;C
21.08.2022 03:00;21.08.2022;03:00;03;00;17.4764;C
21.08.2022 04:00;21.08.2022;04:00;04;00;17.4138;C
21.08.2022 05:00;21.08.2022;05:00;05;00;17.3512;C
21.08.2022 06:00;21.08.2022;06:00;06;00;17.2886;C
21.08.2022 07:00;21.08.2022;07:00;07;00;17.2886;C
21.08.2022 08:00;21.08.2022;08:00;08;00;17.226;C
21.08.2022 09:00;21.08.2022;09:00;09;00;17.226;C
21.08.2022 10:00;21.08.2022;10:00;10;00;17.1634;C
21.08.2022 11:00;21.08.2022;11:00;11;00;17.2886;C
21.08.2022 12:00;21.08.2022;12:00;12;00;17.4138;C
21.08.2022 13:00;21.08.2022;13:00;13;00;17.4138;C
21.08.2022 14:00;21.08.2022;14:00;14;00;17.4764;C
21.08.2022 15:00;21.08.2022;15:00;15;00;17.4764;C
21.08.2022 16:00;21.08.2022;16:00;16;00;17.539;C
21.08.2022 17:00;21.08.2022;17:00;17;00;17.4764;C
21.08.2022 18:00;21.08.2022;18:00;18;00;17.4138;C
21.08.2022 19:00;21.08.2022;19:00;19;00;17.3512;C
21.08.2022 20:00;21.08.2022;20:00;20;00;17.226;C
21.08.2022 21:00;21.08.2022;21:00;21;00;17.1009;C
21.08.2022 22:00;21.08.2022;22:00;22;00;17.0383;C
21.08.2022 23:00;21.08.2022;23:00;23;00;16.9131;C
22.08.2022 00:00;22.08.2022;00:00;00;00;16.7879;C
22.08.2022 01:00;22.08.2022;01:00;01;00;16.7879;C
22.08.2022 02:00;22.08.2022;02:00;02;00;16.7253;C
22.08.2022 03:00;22.08.2022;03:00;03;00;16.6627;C
22.08.2022 04:00;22.08.2022;04:00;04;00;16.6001;C
22.08.2022 05:00;22.08.2022;05:00;05;00;16.6001;C
22.08.2022 06:00;22.08.2022;06:00;06;00;16.5375;C
22.08.2022 07:00;22.08.2022;07:00;07;00;16.4749;C
22.08.2022 08:00;22.08.2022;08:00;08;00;16.4123;C
22.08.2022 09:00;22.08.2022;09:00;09;00;16.3497;C
22.08.2022 10:00;22.08.2022;10:00;10;00;16.2871;C
22.08.2022 11:00;22.08.2022;11:00;11;00;16.2871;C
22.08.2022 12:00;22.08.2022;12:00;12;00;16.2245;C
22.08.2022 13:00;22.08.2022;13:00;13;00;16.1619;C
22.08.2022 14:00;22.08.2022;14:00;14;00;16.2245;C
22.08.2022 15:00;22.08.2022;15:00;15;00;16.2245;C
22.08.2022 16:00;22.08.2022;16:00;16;00;16.2245;C
22.08.2022 17:00;22.08.2022;17:00;17;00;16.1619;C
22.08.2022 18:00;22.08.2022;18:00;18;00;16.0993;C
22.08.2022 19:00;22.08.2022;19:00;19;00;15.974;C
22.08.2022 20:00;22.08.2022;20:00;20;00;15.9114;C
22.08.2022 21:00;22.08.2022;21:00;21;00;15.9114;C
22.08.2022 22:00;22.08.2022;22:00;22;00;15.9114;C
22.08.2022 23:00;22.08.2022;23:00;23;00;15.8488;C
23.08.2022 00:00;23.08.2022;00:00;00;00;15.7862;C
23.08.2022 01:00;23.08.2022;01:00;01;00;15.661;C
23.08.2022 02:00;23.08.2022;02:00;02;00;15.5984;C
23.08.2022 03:00;23.08.2022;03:00;03;00;15.5358;C
23.08.2022 04:00;23.08.2022;04:00;04;00;15.4732;C
23.08.2022 05:00;23.08.2022;05:00;05;00;15.4732;C
23.08.2022 06:00;23.08.2022;06:00;06;00;15.4106;C
23.08.2022 07:00;23.08.2022;07:00;07;00;15.3479;C
23.08.2022 08:00;23.08.2022;08:00;08;00;15.3479;C
23.08.2022 09:00;23.08.2022;09:00;09;00;15.3479;C
23.08.2022 10:00;23.08.2022;10:00;10;00;15.3479;C
23.08.2022 11:00;23.08.2022;11:00;11;00;15.4106;C
23.08.2022 12:00;23.08.2022;12:00;12;00;15.5358;C
23.08.2022 13:00;23.08.2022;13:00;13;00;15.5984;C
23.08.2022 14:00;23.08.2022;14:00;14;00;15.7236;C
23.08.2022 15:00;23.08.2022;15:00;15;00;15.9114;C
23.08.2022 16:00;23.08.2022;16:00;16;00;16.0367;C
23.08.2022 17:00;23.08.2022;17:00;17;00;16.1619;C
23.08.2022 18:00;23.08.2022;18:00;18;00;16.0993;C
23.08.2022 19:00;23.08.2022;19:00;19;00;16.1619;C
23.08.2022 20:00;23.08.2022;20:00;20;00;16.1619;C
23.08.2022 21:00;23.08.2022;21:00;21;00;16.0993;C
23.08.2022 22:00;23.08.2022;22:00;22;00;16.0367;C
23.08.2022 23:00;23.08.2022;23:00;23;00;15.974;C
24.08.2022 00:00;24.08.2022;00:00;00;00;15.9114;C
24.08.2022 01:00;24.08.2022;01:00;01;00;15.8488;C
24.08.2022 02:00;24.08.2022;02:00;02;00;15.8488;C
24.08.2022 03:00;24.08.2022;03:00;03;00;15.7862;C
24.08.2022 04:00;24.08.2022;04:00;04;00;15.7862;C
24.08.2022 05:00;24.08.2022;05:00;05;00;15.7862;C
24.08.2022 06:00;24.08.2022;06:00;06;00;15.7236;C
24.08.2022 07:00;24.08.2022;07:00;07;00;15.7236;C
24.08.2022 08:00;24.08.2022;08:00;08;00;15.7236;C
24.08.2022 09:00;24.08.2022;09:00;09;00;15.7862;C
24.08.2022 10:00;24.08.2022;10:00;10;00;15.9114;C
24.08.2022 11:00;24.08.2022;11:00;11;00;16.0993;C
24.08.2022 12:00;24.08.2022;12:00;12;00;16.2245;C
24.08.2022 13:00;24.08.2022;13:00;13;00;16.5375;C
24.08.2022 14:00;24.08.2022;14:00;14;00;16.8505;C
24.08.2022 15:00;24.08.2022;15:00;15;00;17.2886;C
24.08.2022 16:00;24.08.2022;16:00;16;00;17.4138;C
24.08.2022 17:00;24.08.2022;17:00;17;00;17.4764;C
24.08.2022 18:00;24.08.2022;18:00;18;00;17.539;C
24.08.2022 19:00;24.08.2022;19:00;19;00;17.539;C
24.08.2022 20:00;24.08.2022;20:00;20;00;17.4764;C
24.08.2022 21:00;24.08.2022;21:00;21;00;17.4138;C
24.08.2022 22:00;24.08.2022;22:00;22;00;17.3512;C
24.08.2022 23:00;24.08.2022;23:00;23;00;17.2886;C
25.08.2022 00:00;25.08.2022;00:00;00;00;17.2886;C
25.08.2022 01:00;25.08.2022;01:00;01;00;17.226;C
25.08.2022 02:00;25.08.2022;02:00;02;00;17.2886;C
25.08.2022 03:00;25.08.2022;03:00;03;00;17.2886;C
25.08.2022 04:00;25.08.2022;04:00;04;00;17.2886;C
25.08.2022 05:00;25.08.2022;05:00;05;00;17.3512;C
25.08.2022 06:00;25.08.2022;06:00;06;00;17.3512;C
25.08.2022 07:00;25.08.2022;07:00;07;00;17.3512;C
25.08.2022 08:00;25.08.2022;08:00;08;00;17.3512;C
25.08.2022 09:00;25.08.2022;09:00;09;00;17.4138;C
25.08.2022 10:00;25.08.2022;10:00;10;00;17.4138;C
25.08.2022 11:00;25.08.2022;11:00;11;00;17.6642;C
25.08.2022 12:00;25.08.2022;12:00;12;00;17.6642;C
25.08.2022 13:00;25.08.2022;13:00;13;00;17.9145;C
25.08.2022 14:00;25.08.2022;14:00;14;00;18.29;C
25.08.2022 15:00;25.08.2022;15:00;15;00;18.5403;C
25.08.2022 16:00;25.08.2022;16:00;16;00;18.6655;C
25.08.2022 17:00;25.08.2022;17:00;17;00;18.8532;C
25.08.2022 18:00;25.08.2022;18:00;18;00;18.7907;C
25.08.2022 19:00;25.08.2022;19:00;19;00;18.6029;C
25.08.2022 20:00;25.08.2022;20:00;20;00;18.3526;C
25.08.2022 21:00;25.08.2022;21:00;21;00;18.1649;C
25.08.2022 22:00;25.08.2022;22:00;22;00;18.0397;C
25.08.2022 23:00;25.08.2022;23:00;23;00;17.9145;C
26.08.2022 00:00;26.08.2022;00:00;00;00;17.7268;C
26.08.2022 01:00;26.08.2022;01:00;01;00;17.6642;C
26.08.2022 02:00;26.08.2022;02:00;02;00;17.539;C
26.08.2022 03:00;26.08.2022;03:00;03;00;17.4764;C
26.08.2022 04:00;26.08.2022;04:00;04;00;17.3512;C
26.08.2022 05:00;26.08.2022;05:00;05;00;17.2886;C
26.08.2022 06:00;26.08.2022;06:00;06;00;17.1634;C
26.08.2022 07:00;26.08.2022;07:00;07;00;17.1009;C
26.08.2022 08:00;26.08.2022;08:00;08;00;17.0383;C
26.08.2022 09:00;26.08.2022;09:00;09;00;17.0383;C
26.08.2022 10:00;26.08.2022;10:00;10;00;17.2886;C
26.08.2022 11:00;26.08.2022;11:00;11;00;17.539;C
26.08.2022 12:00;26.08.2022;12:00;12;00;17.7893;C
26.08.2022 13:00;26.08.2022;13:00;13;00;18.2274;C
26.08.2022 14:00;26.08.2022;14:00;14;00;18.6655;C
26.08.2022 15:00;26.08.2022;15:00;15;00;19.1035;C
26.08.2022 16:00;26.08.2022;16:00;16;00;19.2912;C
26.08.2022 17:00;26.08.2022;17:00;17;00;19.3538;C
26.08.2022 18:00;26.08.2022;18:00;18;00;19.1661;C
26.08.2022 19:00;26.08.2022;19:00;19;00;18.9158;C
26.08.2022 20:00;26.08.2022;20:00;20;00;18.6029;C
26.08.2022 21:00;26.08.2022;21:00;21;00;18.4778;C
26.08.2022 22:00;26.08.2022;22:00;22;00;18.4152;C
26.08.2022 23:00;26.08.2022;23:00;23;00;18.3526;C
27.08.2022 00:00;27.08.2022;00:00;00;00;18.4152;C
27.08.2022 01:00;27.08.2022;01:00;01;00;18.3526;C
27.08.2022 02:00;27.08.2022;02:00;02;00;18.3526;C
27.08.2022 03:00;27.08.2022;03:00;03;00;18.4152;C
27.08.2022 04:00;27.08.2022;04:00;04;00;18.4778;C
27.08.2022 05:00;27.08.2022;05:00;05;00;18.5403;C
27.08.2022 06:00;27.08.2022;06:00;06;00;18.5403;C
27.08.2022 07:00;27.08.2022;07:00;07;00;18.6655;C
27.08.2022 08:00;27.08.2022;08:00;08;00;18.6029;C
27.08.2022 09:00;27.08.2022;09:00;09;00;18.6029;C
27.08.2022 10:00;27.08.2022;10:00;10;00;18.7281;C
27.08.2022 11:00;27.08.2022;11:00;11;00;18.9784;C
27.08.2022 12:00;27.08.2022;12:00;12;00;19.1035;C
27.08.2022 13:00;27.08.2022;13:00;13;00;19.2912;C
27.08.2022 14:00;27.08.2022;14:00;14;00;19.1661;C
27.08.2022 15:00;27.08.2022;15:00;15;00;19.0409;C
27.08.2022 16:00;27.08.2022;16:00;16;00;18.7281;C
27.08.2022 17:00;27.08.2022;17:00;17;00;18.4778;C
27.08.2022 18:00;27.08.2022;18:00;18;00;18.3526;C
27.08.2022 19:00;27.08.2022;19:00;19;00;18.4778;C
27.08.2022 20:00;27.08.2022;20:00;20;00;18.29;C
27.08.2022 21:00;27.08.2022;21:00;21;00;18.5403;C
27.08.2022 22:00;27.08.2022;22:00;22;00;18.8532;C
27.08.2022 23:00;27.08.2022;23:00;23;00;18.7281;C
28.08.2022 00:00;28.08.2022;00:00;00;00;18.5403;C
28.08.2022 01:00;28.08.2022;01:00;01;00;18.3526;C
28.08.2022 02:00;28.08.2022;02:00;02;00;18.2274;C
28.08.2022 03:00;28.08.2022;03:00;03;00;18.0397;C
28.08.2022 04:00;28.08.2022;04:00;04;00;17.9771;C
28.08.2022 05:00;28.08.2022;05:00;05;00;17.9145;C
28.08.2022 06:00;28.08.2022;06:00;06;00;17.7893;C
28.08.2022 07:00;28.08.2022;07:00;07;00;17.7268;C
28.08.2022 08:00;28.08.2022;08:00;08;00;17.6016;C
28.08.2022 09:00;28.08.2022;09:00;09;00;17.6642;C
28.08.2022 10:00;28.08.2022;10:00;10;00;17.6016;C
28.08.2022 11:00;28.08.2022;11:00;11;00;17.6016;C
28.08.2022 12:00;28.08.2022;12:00;12;00;17.6016;C
28.08.2022 13:00;28.08.2022;13:00;13;00;17.6016;C
28.08.2022 14:00;28.08.2022;14:00;14;00;17.7268;C
28.08.2022 15:00;28.08.2022;15:00;15;00;17.7893;C
28.08.2022 16:00;28.08.2022;16:00;16;00;17.7893;C
28.08.2022 17:00;28.08.2022;17:00;17;00;17.7893;C
28.08.2022 18:00;28.08.2022;18:00;18;00;17.7893;C
28.08.2022 19:00;28.08.2022;19:00;19;00;17.9145;C
28.08.2022 20:00;28.08.2022;20:00;20;00;17.8519;C
28.08.2022 21:00;28.08.2022;21:00;21;00;17.8519;C
28.08.2022 22:00;28.08.2022;22:00;22;00;17.7893;C
28.08.2022 23:00;28.08.2022;23:00;23;00;17.6642;C
29.08.2022 00:00;29.08.2022;00:00;00;00;17.539;C
29.08.2022 01:00;29.08.2022;01:00;01;00;17.4764;C
29.08.2022 02:00;29.08.2022;02:00;02;00;17.4138;C
29.08.2022 03:00;29.08.2022;03:00;03;00;17.2886;C
29.08.2022 04:00;29.08.2022;04:00;04;00;17.226;C
29.08.2022 05:00;29.08.2022;05:00;05;00;17.226;C
29.08.2022 06:00;29.08.2022;06:00;06;00;17.1634;C
29.08.2022 07:00;29.08.2022;07:00;07;00;17.0383;C
29.08.2022 08:00;29.08.2022;08:00;08;00;17.0383;C
29.08.2022 09:00;29.08.2022;09:00;09;00;17.0383;C
29.08.2022 10:00;29.08.2022;10:00;10;00;17.1634;C
29.08.2022 11:00;29.08.2022;11:00;11;00;17.3512;C
29.08.2022 12:00;29.08.2022;12:00;12;00;17.9145;C
29.08.2022 13:00;29.08.2022;13:00;13;00;17.9771;C
29.08.2022 14:00;29.08.2022;14:00;14;00;18.1649;C
29.08.2022 15:00;29.08.2022;15:00;15;00;18.4152;C
29.08.2022 16:00;29.08.2022;16:00;16;00;18.4778;C
29.08.2022 17:00;29.08.2022;17:00;17;00;18.3526;C
29.08.2022 18:00;29.08.2022;18:00;18;00;18.29;C
29.08.2022 19:00;29.08.2022;19:00;19;00;18.1649;C
29.08.2022 20:00;29.08.2022;20:00;20;00;18.3526;C
29.08.2022 21:00;29.08.2022;21:00;21;00;18.6029;C
29.08.2022 22:00;29.08.2022;22:00;22;00;18.6655;C
29.08.2022 23:00;29.08.2022;23:00;23;00;18.4152;C
30.08.2022 00:00;30.08.2022;00:00;00;00;18.1023;C
30.08.2022 01:00;30.08.2022;01:00;01;00;17.7893;C
30.08.2022 02:00;30.08.2022;02:00;02;00;17.4138;C
30.08.2022 03:00;30.08.2022;03:00;03;00;17.0383;C
30.08.2022 04:00;30.08.2022;04:00;04;00;16.6627;C
30.08.2022 05:00;30.08.2022;05:00;05;00;16.3497;C
30.08.2022 06:00;30.08.2022;06:00;06;00;16.0367;C
30.08.2022 07:00;30.08.2022;07:00;07;00;15.7862;C
30.08.2022 08:00;30.08.2022;08:00;08;00;15.661;C
30.08.2022 09:00;30.08.2022;09:00;09;00;15.661;C
30.08.2022 10:00;30.08.2022;10:00;10;00;15.7862;C
30.08.2022 11:00;30.08.2022;11:00;11;00;16.0367;C
30.08.2022 12:00;30.08.2022;12:00;12;00;16.4749;C
30.08.2022 13:00;30.08.2022;13:00;13;00;16.7253;C
30.08.2022 14:00;30.08.2022;14:00;14;00;16.9131;C
30.08.2022 15:00;30.08.2022;15:00;15;00;16.9131;C
30.08.2022 16:00;30.08.2022;16:00;16;00;17.0383;C
30.08.2022 17:00;30.08.2022;17:00;17;00;17.226;C
30.08.2022 18:00;30.08.2022;18:00;18;00;17.4764;C
30.08.2022 19:00;30.08.2022;19:00;19;00;17.6016;C
30.08.2022 20:00;30.08.2022;20:00;20;00;17.7268;C
30.08.2022 21:00;30.08.2022;21:00;21;00;17.7268;C
30.08.2022 22:00;30.08.2022;22:00;22;00;17.6642;C
30.08.2022 23:00;30.08.2022;23:00;23;00;17.6016;C
31.08.2022 00:00;31.08.2022;00:00;00;00;17.4138;C
31.08.2022 01:00;31.08.2022;01:00;01;00;17.226;C
31.08.2022 02:00;31.08.2022;02:00;02;00;17.0383;C
31.08.2022 03:00;31.08.2022;03:00;03;00;16.7253;C
31.08.2022 04:00;31.08.2022;04:00;04;00;16.3497;C
31.08.2022 05:00;31.08.2022;05:00;05;00;15.974;C
31.08.2022 06:00;31.08.2022;06:00;06;00;15.5984;C
31.08.2022 07:00;31.08.2022;07:00;07;00;15.2853;C
31.08.2022 08:00;31.08.2022;08:00;08;00;15.0975;C
31.08.2022 09:00;31.08.2022;09:00;09;00;15.1601;C
31.08.2022 10:00;31.08.2022;10:00;10;00;15.2227;C
31.08.2022 11:00;31.08.2022;11:00;11;00;15.3479;C
31.08.2022 12:00;31.08.2022;12:00;12;00;15.4106;C
31.08.2022 13:00;31.08.2022;13:00;13;00;15.5358;C
31.08.2022 14:00;31.08.2022;14:00;14;00;15.5984;C
31.08.2022 15:00;31.08.2022;15:00;15;00;15.661;C
31.08.2022 16:00;31.08.2022;16:00;16;00;15.7236;C
31.08.2022 17:00;31.08.2022;17:00;17;00;15.7236;C
31.08.2022 18:00;31.08.2022;18:00;18;00;15.7862;C
31.08.2022 19:00;31.08.2022;19:00;19;00;15.8488;C
31.08.2022 20:00;31.08.2022;20:00;20;00;15.9114;C
31.08.2022 21:00;31.08.2022;21:00;21;00;15.9114;C
31.08.2022 22:00;31.08.2022;22:00;22;00;15.9114;C
31.08.2022 23:00;31.08.2022;23:00;23;00;15.9114;C
01.09.2022 00:00;01.09.2022;00:00;00;00;15.8488;C
01.09.2022 01:00;01.09.2022;01:00;01;00;15.661;C
01.09.2022 02:00;01.09.2022;02:00;02;00;15.4106;C
01.09.2022 03:00;01.09.2022;03:00;03;00;15.2227;C
01.09.2022 04:00;01.09.2022;04:00;04;00;15.0349;C
01.09.2022 05:00;01.09.2022;05:00;05;00;14.847;C
01.09.2022 06:00;01.09.2022;06:00;06;00;14.7218;C
01.09.2022 07:00;01.09.2022;07:00;07;00;14.5339;C
01.09.2022 08:00;01.09.2022;08:00;08;00;14.4713;C
01.09.2022 09:00;01.09.2022;09:00;09;00;14.5965;C
01.09.2022 10:00;01.09.2022;10:00;10;00;14.847;C
01.09.2022 11:00;01.09.2022;11:00;11;00;15.1601;C
01.09.2022 12:00;01.09.2022;12:00;12;00;15.5984;C
01.09.2022 13:00;01.09.2022;13:00;13;00;15.7862;C
01.09.2022 14:00;01.09.2022;14:00;14;00;15.7862;C
01.09.2022 15:00;01.09.2022;15:00;15;00;15.7862;C
01.09.2022 16:00;01.09.2022;16:00;16;00;15.7862;C
01.09.2022 17:00;01.09.2022;17:00;17;00;15.974;C
01.09.2022 18:00;01.09.2022;18:00;18;00;16.1619;C
01.09.2022 19:00;01.09.2022;19:00;19;00;16.2245;C
01.09.2022 20:00;01.09.2022;20:00;20;00;16.2245;C
01.09.2022 21:00;01.09.2022;21:00;21;00;16.1619;C
01.09.2022 22:00;01.09.2022;22:00;22;00;16.0367;C
01.09.2022 23:00;01.09.2022;23:00;23;00;15.974;C
02.09.2022 00:00;02.09.2022;00:00;00;00;15.8488;C
02.09.2022 01:00;02.09.2022;01:00;01;00;15.661;C
02.09.2022 02:00;02.09.2022;02:00;02;00;15.4732;C
02.09.2022 03:00;02.09.2022;03:00;03;00;15.1601;C
02.09.2022 04:00;02.09.2022;04:00;04;00;14.847;C
02.09.2022 05:00;02.09.2022;05:00;05;00;14.5965;C
02.09.2022 06:00;02.09.2022;06:00;06;00;14.2834;C
02.09.2022 07:00;02.09.2022;07:00;07;00;14.0329;C
02.09.2022 08:00;02.09.2022;08:00;08;00;13.845;C
02.09.2022 09:00;02.09.2022;09:00;09;00;13.7824;C
02.09.2022 10:00;02.09.2022;10:00;10;00;13.9077;C
02.09.2022 11:00;02.09.2022;11:00;11;00;14.1582;C
02.09.2022 12:00;02.09.2022;12:00;12;00;14.4087;C
02.09.2022 13:00;02.09.2022;13:00;13;00;14.7218;C
02.09.2022 14:00;02.09.2022;14:00;14;00;14.9096;C
02.09.2022 15:00;02.09.2022;15:00;15;00;15.0349;C
02.09.2022 16:00;02.09.2022;16:00;16;00;15.2853;C
02.09.2022 17:00;02.09.2022;17:00;17;00;15.5358;C
02.09.2022 18:00;02.09.2022;18:00;18;00;15.7862;C
02.09.2022 19:00;02.09.2022;19:00;19;00;16.0367;C
02.09.2022 20:00;02.09.2022;20:00;20;00;16.0367;C
02.09.2022 21:00;02.09.2022;21:00;21;00;15.9114;C
02.09.2022 22:00;02.09.2022;22:00;22;00;15.7862;C
02.09.2022 23:00;02.09.2022;23:00;23;00;15.661;C
03.09.2022 00:00;03.09.2022;00:00;00;00;15.5358;C
03.09.2022 01:00;03.09.2022;01:00;01;00;15.3479;C
03.09.2022 02:00;03.09.2022;02:00;02;00;15.0349;C
03.09.2022 03:00;03.09.2022;03:00;03;00;14.7218;C
03.09.2022 04:00;03.09.2022;04:00;04;00;14.4713;C
03.09.2022 05:00;03.09.2022;05:00;05;00;14.2834;C
03.09.2022 06:00;03.09.2022;06:00;06;00;14.0329;C
03.09.2022 07:00;03.09.2022;07:00;07;00;13.845;C
03.09.2022 08:00;03.09.2022;08:00;08;00;13.6571;C
03.09.2022 09:00;03.09.2022;09:00;09;00;13.5945;C
03.09.2022 10:00;03.09.2022;10:00;10;00;13.7824;C
03.09.2022 11:00;03.09.2022;11:00;11;00;13.9077;C
03.09.2022 12:00;03.09.2022;12:00;12;00;14.2208;C
03.09.2022 13:00;03.09.2022;13:00;13;00;14.5965;C
03.09.2022 14:00;03.09.2022;14:00;14;00;15.0975;C
03.09.2022 15:00;03.09.2022;15:00;15;00;15.4106;C
03.09.2022 16:00;03.09.2022;16:00;16;00;15.5358;C
03.09.2022 17:00;03.09.2022;17:00;17;00;15.5358;C
03.09.2022 18:00;03.09.2022;18:00;18;00;15.3479;C
03.09.2022 19:00;03.09.2022;19:00;19;00;15.2227;C
03.09.2022 20:00;03.09.2022;20:00;20;00;15.1601;C
03.09.2022 21:00;03.09.2022;21:00;21;00;15.1601;C
03.09.2022 22:00;03.09.2022;22:00;22;00;15.2853;C
03.09.2022 23:00;03.09.2022;23:00;23;00;15.4732;C
04.09.2022 00:00;04.09.2022;00:00;00;00;15.661;C
04.09.2022 01:00;04.09.2022;01:00;01;00;15.7862;C
04.09.2022 02:00;04.09.2022;02:00;02;00;15.9114;C
04.09.2022 03:00;04.09.2022;03:00;03;00;15.974;C
04.09.2022 04:00;04.09.2022;04:00;04;00;16.0367;C
04.09.2022 05:00;04.09.2022;05:00;05;00;16.0993;C
04.09.2022 06:00;04.09.2022;06:00;06;00;16.0993;C
04.09.2022 07:00;04.09.2022;07:00;07;00;16.0993;C
04.09.2022 08:00;04.09.2022;08:00;08;00;16.1619;C
04.09.2022 09:00;04.09.2022;09:00;09;00;16.1619;C
04.09.2022 10:00;04.09.2022;10:00;10;00;16.2245;C
04.09.2022 11:00;04.09.2022;11:00;11;00;16.2871;C
04.09.2022 12:00;04.09.2022;12:00;12;00;16.3497;C
04.09.2022 13:00;04.09.2022;13:00;13;00;16.4749;C
04.09.2022 14:00;04.09.2022;14:00;14;00;16.6001;C
04.09.2022 15:00;04.09.2022;15:00;15;00;16.6627;C
04.09.2022 16:00;04.09.2022;16:00;16;00;16.6627;C
04.09.2022 17:00;04.09.2022;17:00;17;00;16.7253;C
04.09.2022 18:00;04.09.2022;18:00;18;00;16.7253;C
04.09.2022 19:00;04.09.2022;19:00;19;00;16.7253;C
04.09.2022 20:00;04.09.2022;20:00;20;00;16.6001;C
04.09.2022 21:00;04.09.2022;21:00;21;00;16.5375;C
04.09.2022 22:00;04.09.2022;22:00;22;00;16.5375;C
04.09.2022 23:00;04.09.2022;23:00;23;00;16.4749;C
05.09.2022 00:00;05.09.2022;00:00;00;00;16.4123;C
05.09.2022 01:00;05.09.2022;01:00;01;00;16.3497;C
05.09.2022 02:00;05.09.2022;02:00;02;00;16.2871;C
05.09.2022 03:00;05.09.2022;03:00;03;00;16.2245;C
05.09.2022 04:00;05.09.2022;04:00;04;00;16.2245;C
05.09.2022 05:00;05.09.2022;05:00;05;00;16.2245;C
05.09.2022 06:00;05.09.2022;06:00;06;00;16.2245;C
05.09.2022 07:00;05.09.2022;07:00;07;00;16.1619;C
05.09.2022 08:00;05.09.2022;08:00;08;00;16.1619;C
05.09.2022 09:00;05.09.2022;09:00;09;00;16.1619;C
05.09.2022 10:00;05.09.2022;10:00;10;00;16.1619;C
05.09.2022 11:00;05.09.2022;11:00;11;00;16.2245;C
05.09.2022 12:00;05.09.2022;12:00;12;00;16.4749;C
05.09.2022 13:00;05.09.2022;13:00;13;00;16.6001;C
05.09.2022 14:00;05.09.2022;14:00;14;00;16.9131;C
05.09.2022 15:00;05.09.2022;15:00;15;00;17.0383;C
05.09.2022 16:00;05.09.2022;16:00;16;00;17.2886;C
05.09.2022 17:00;05.09.2022;17:00;17;00;17.4138;C
05.09.2022 18:00;05.09.2022;18:00;18;00;17.2886;C
05.09.2022 19:00;05.09.2022;19:00;19;00;17.1634;C
05.09.2022 20:00;05.09.2022;20:00;20;00;17.0383;C
05.09.2022 21:00;05.09.2022;21:00;21;00;16.9131;C
05.09.2022 22:00;05.09.2022;22:00;22;00;16.8505;C
05.09.2022 23:00;05.09.2022;23:00;23;00;16.7879;C
06.09.2022 00:00;06.09.2022;00:00;00;00;16.7253;C
06.09.2022 01:00;06.09.2022;01:00;01;00;16.7253;C
06.09.2022 02:00;06.09.2022;02:00;02;00;16.6627;C
06.09.2022 03:00;06.09.2022;03:00;03;00;16.6627;C
06.09.2022 04:00;06.09.2022;04:00;04;00;16.6627;C
06.09.2022 05:00;06.09.2022;05:00;05;00;16.6001;C
06.09.2022 06:00;06.09.2022;06:00;06;00;16.5375;C
06.09.2022 07:00;06.09.2022;07:00;07;00;16.4123;C
06.09.2022 08:00;06.09.2022;08:00;08;00;16.2871;C
06.09.2022 09:00;06.09.2022;09:00;09;00;16.2871;C
06.09.2022 10:00;06.09.2022;10:00;10;00;16.4749;C
06.09.2022 11:00;06.09.2022;11:00;11;00;16.6001;C
06.09.2022 12:00;06.09.2022;12:00;12;00;16.8505;C
06.09.2022 13:00;06.09.2022;13:00;13;00;17.4138;C
06.09.2022 14:00;06.09.2022;14:00;14;00;17.4138;C
06.09.2022 15:00;06.09.2022;15:00;15;00;17.6642;C
06.09.2022 16:00;06.09.2022;16:00;16;00;17.7893;C
06.09.2022 17:00;06.09.2022;17:00;17;00;17.6642;C
06.09.2022 18:00;06.09.2022;18:00;18;00;17.4764;C
06.09.2022 19:00;06.09.2022;19:00;19;00;17.226;C
06.09.2022 20:00;06.09.2022;20:00;20;00;16.9757;C
06.09.2022 21:00;06.09.2022;21:00;21;00;16.7879;C
06.09.2022 22:00;06.09.2022;22:00;22;00;16.7253;C
06.09.2022 23:00;06.09.2022;23:00;23;00;16.6627;C
07.09.2022 00:00;07.09.2022;00:00;00;00;16.7253;C
07.09.2022 01:00;07.09.2022;01:00;01;00;16.6627;C
07.09.2022 02:00;07.09.2022;02:00;02;00;16.6627;C
07.09.2022 03:00;07.09.2022;03:00;03;00;16.6627;C
07.09.2022 04:00;07.09.2022;04:00;04;00;16.6001;C
07.09.2022 05:00;07.09.2022;05:00;05;00;16.5375;C
07.09.2022 06:00;07.09.2022;06:00;06;00;16.4749;C
07.09.2022 07:00;07.09.2022;07:00;07;00;16.4123;C
07.09.2022 08:00;07.09.2022;08:00;08;00;16.3497;C
